subjId,Job_title_Coded,received_training_from_cadre,ebps_received_training_from_cadre,primary_intervention,secondary_intervention,tertiary_intervention,ebp_count,ebP_name,ebP_rename,ebP_abbrev,pct_correct,pct_fidelity,cadre_trained_ebp,intervention_no,intervention_1,intervention_2,intervention_3,intervention_extra,filter_$,cadre_train,cadre_train_yes,filter_$3,pct_fid_reflect,pct_fid_reflect_sqrt,pct_fid_reflect_lg,above_85_fid,pct_fid_3,above_80_fid,ebpP2,district,Job_title_Coded_S,received_training_from_cadre_S,ebps_received_training_from_cadre_S,primary_intervention_S,secondary_intervention_S,tertiary_intervention_S,survey,status,selpa_final,district_final,district_size,gender,ethnicity,race,age,selpa_code,Job_title_code,Setting,Role_Coded,Role,Job_Title,Credential,Edu_level,selpa_level,district_level,school_level,SELPA_List_original,EBP_know,exp_ASD,SELPA_List,selpa_list_code
CAP1500,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Modeling,Prompting/Prompt Fading,Reinforcement,Scripting,Self-Management Training,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Reinforcement (R+),Self-management (SM),Social Skills Training (SST),3,Social Skills Training,Social Skills Training,SST,75,83.33333333,1,3, , ,3, ,0,3,1,1,17.66666667,4.434711565,1.271066772,0,1,1,R_2SBSXzX4EKOXVJH,R_27wDdpUXhntW4c0,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Modeling,Prompting/Prompt Fading,Reinforcement,Scripting,Self-Management Training,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Reinforcement (R+),Self-management (SM),Social Skills Training (SST),ebpP2,Eligible,San Diego South County SELPA,Sweetwater Union High,39579,Female,No,White,35 - 44,47,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Mild Moderate,Multiple Subjects Credential",Masters,District,at one individual school site,Middle School,South County (San Diego) SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,South County (San Diego) SELPA,62
CAP1510,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),3,Visual Supports,Visual Supports,VS,40,100,0,3, , ,3, ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_bln3pvx26DgXZjb,R_2to5GYFdih5taIa,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,45 - 54,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,4 - 6th (Elementary School),Elk Grove USD SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1510,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),3,Reinforcement,Reinforcement,R,50,100,0,2, ,2, , ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_bln3pvx26DgXZjb,R_2to5GYFdih5taIa,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,45 - 54,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,4 - 6th (Elementary School),Elk Grove USD SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1510,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),3,DTT,Discrete Trial Training,DTT,100,100,0,1,1, , , ,1,1,0,1,1,1.732050808,0.301029996,1,3,1,R_bln3pvx26DgXZjb,R_2to5GYFdih5taIa,Special Education Teacher (serving on a single school site),No, ,Discrete Trial Training (DTT),Reinforcement (R+),Visual Supports (VS),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,45 - 54,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,4 - 6th (Elementary School),Elk Grove USD SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1538,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Antecedent Based Intervention (ABI),Modeling (MD),3,Visual Supports,Visual Supports,VS,60,87.5,0,1,1, , , ,1,1,0,1,13.5,3.937003937,1.161368002,1,2,1,R_1mjYxEkI7W4V5A7,R_1di8fdekZkzCL4O, , , , , , ,ebpP2,Eligible,Mt. Diablo SELPA, , ,Female,No,White,35 - 44,30,3, ,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Administrative Services Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Mt. Diablo SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism, , 
CAP1538,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Antecedent Based Intervention (ABI),Modeling (MD),3,ABI,Antecedent Based Intervention,ABI,100,94.73684211,0,2, ,2, , ,0,1,0,1,6.263157895,2.874570906,0.861125485,1,2,1,R_1mjYxEkI7W4V5A7,R_1di8fdekZkzCL4O, , , , , , ,ebpP2,Eligible,Mt. Diablo SELPA, , ,Female,No,White,35 - 44,30,3, ,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Administrative Services Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Mt. Diablo SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism, , 
CAP1538,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Antecedent Based Intervention (ABI),Modeling (MD),3,Modeling,Modeling,MD,50,100,0,3, , ,3, ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_1mjYxEkI7W4V5A7,R_1di8fdekZkzCL4O, , , , , , ,ebpP2,Eligible,Mt. Diablo SELPA, , ,Female,No,White,35 - 44,30,3, ,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Administrative Services Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,"K - 3rd (Elementary School),4 - 6th (Elementary School)",Mt. Diablo SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism, , 
CAP1558,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),3,Modeling,Modeling,MD,100,93.33333333,0,2, ,2, , ,0,2,0,1,7.666666667,3.109126351,0.937852093,1,2,1,R_1FgIQOoBkcqtl8h,R_31EsPe1sDmgl238,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),ebpP2,Eligible,Folsom Cordova USD SELPA,Folsom-Cordova Unified,20240,Female,Yes,Decline to answer,45 - 54,14,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Moderate Severe,Multiple Subjects Credential",BA,District,at one individual school site,K - 3rd (Elementary School),Folsom Cordova USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Folsom Cordova USD SELPA,16
CAP1558,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),3,FCT,Functional Communication Training,FCT,75,100,0,3, , ,3, ,0,2,0,1,1,1.732050808,0.301029996,1,3,1,R_1FgIQOoBkcqtl8h,R_31EsPe1sDmgl238,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),ebpP2,Eligible,Folsom Cordova USD SELPA,Folsom-Cordova Unified,20240,Female,Yes,Decline to answer,45 - 54,14,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Moderate Severe,Multiple Subjects Credential",BA,District,at one individual school site,K - 3rd (Elementary School),Folsom Cordova USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Folsom Cordova USD SELPA,16
CAP1558,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),3,DTT,Discrete Trial Training,DTT,100,84.61538462,0,1,1, , , ,1,2,0,1,16.38461538,4.287728464,1.240165087,0,1,1,R_1FgIQOoBkcqtl8h,R_31EsPe1sDmgl238,Special Education Teacher (serving on a single school site),Not sure, ,Discrete Trial Training (DTT),Modeling (MD),Functional Communication Training (FCT),ebpP2,Eligible,Folsom Cordova USD SELPA,Folsom-Cordova Unified,20240,Female,Yes,Decline to answer,45 - 54,14,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Education Specialist Credential - Special Education Moderate Severe,Multiple Subjects Credential",BA,District,at one individual school site,K - 3rd (Elementary School),Folsom Cordova USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Folsom Cordova USD SELPA,16
CAP1572,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),3,Reinforcement,Reinforcement,R,50,89.47368421,1,3, , ,3, ,0,3,1,1,11.52631579,3.677813996,1.097823356,1,2,1,R_3ml4h5JmwYZNHyb,R_1Lp05DgXZ8meDR0,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),ebpP2,Eligible,Calaveras County SELPA,Calaveras County Office of Education, ,Female,No,White,65 - 74,6,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Multiple Subjects Credential,Other",Masters,COE,at one individual school site,Preschool/Pre K,Calaveras County SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Calaveras County SELPA,7
CAP1572,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),3,Prompting,Prompting,PP,66.66666667,89.47368421,1,2, ,2, , ,0,3,1,1,11.52631579,3.677813996,1.097823356,1,2,1,R_3ml4h5JmwYZNHyb,R_1Lp05DgXZ8meDR0,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),ebpP2,Eligible,Calaveras County SELPA,Calaveras County Office of Education, ,Female,No,White,65 - 74,6,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Multiple Subjects Credential,Other",Masters,COE,at one individual school site,Preschool/Pre K,Calaveras County SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Calaveras County SELPA,7
CAP1572,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),3,PRT,Pivotal Response Training,PRT,66.66666667,73.91304348,0,1,1, , , ,1,3,1,1,27.08695652,5.393232474,1.448504682,0,1,0,R_3ml4h5JmwYZNHyb,R_1Lp05DgXZ8meDR0,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Task Analysis,Video Modeling,Visual Supports",Pivotal Response Training (PRT),Prompting (PP),Reinforcement (R+),ebpP2,Eligible,Calaveras County SELPA,Calaveras County Office of Education, ,Female,No,White,65 - 74,6,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Multiple Subjects Credential,Other",Masters,COE,at one individual school site,Preschool/Pre K,Calaveras County SELPA,Extensive knowledge,Extensive hands-on experience working with students with autism,Calaveras County SELPA,7
CAP1613,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),3,Reinforcement,Reinforcement,R,50,73.68421053,1,3, , ,3, ,0,3,1,1,27.31578947,5.414405736,1.452028675,0,1,0,R_3h544rbSq0m5m2i,R_2rkDRpWiHmZ8uE3,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,25 - 34,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,Elk Grove USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1613,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),3,FCT,Functional Communication Training,FCT,50,75,1,2, ,2, , ,0,3,1,1,26,5.291502622,1.431363764,0,1,0,R_3h544rbSq0m5m2i,R_2rkDRpWiHmZ8uE3,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,25 - 34,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,Elk Grove USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1613,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),3,DTT,Discrete Trial Training,DTT,75,78.26086957,1,1,1, , , ,1,3,1,1,22.73913043,4.973844633,1.375464807,0,1,0,R_3h544rbSq0m5m2i,R_2rkDRpWiHmZ8uE3,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Extinction Procedures,Modeling,Parent Implemented Interventions,PECS/Functional Communication Training,Prompting/Prompt Fading,Reinforcement,Response interruption/Redirection,Social Narratives,Social Skills Training,Structured Play Group,Task Analysis,Visual Supports",Discrete Trial Training (DTT),Functional Communication Training (FCT),Reinforcement (R+),ebpP2,Eligible,Elk Grove USD SELPA,Elk Grove Unified,62599,Female,No,White,25 - 34,13,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,Elk Grove USD SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Elk Grove USD SELPA,15
CAP1621,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),3,Visual Supports,Visual Supports,VS,60,95.83333333,0,1,1, , , ,1,1,0,1,5.166666667,2.677063067,0.790050474,1,3,1,R_1dbKEkR2rSefFay,R_2EmdpFMYdsBVPeO,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),ebpP2,Eligible,San Juan Unified SELPA,San Juan Unified,39805,Decline to answer,Decline to answer,Decline to answer,Decline to answer,51,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,San Juan Unified SELPA,Some knowledge,Some recent experience (within the last 5 years),San Juan Unified SELPA,51
CAP1621,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),3,Modeling,Modeling,MD,50,100,0,2, ,2, , ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_1dbKEkR2rSefFay,R_2EmdpFMYdsBVPeO,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),ebpP2,Eligible,San Juan Unified SELPA,San Juan Unified,39805,Decline to answer,Decline to answer,Decline to answer,Decline to answer,51,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,San Juan Unified SELPA,Some knowledge,Some recent experience (within the last 5 years),San Juan Unified SELPA,51
CAP1621,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),3,PRT,Pivotal Response Training,PRT,100,100,0,3, , ,3, ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_1dbKEkR2rSefFay,R_2EmdpFMYdsBVPeO,Special Education Teacher (serving on a single school site),No, ,Visual Supports (VS),Modeling (MD),Pivotal Response Training (PRT),ebpP2,Eligible,San Juan Unified SELPA,San Juan Unified,39805,Decline to answer,Decline to answer,Decline to answer,Decline to answer,51,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Early Childhood Special Education Credential,Masters,District,at one individual school site,Preschool/Pre K,San Juan Unified SELPA,Some knowledge,Some recent experience (within the last 5 years),San Juan Unified SELPA,51
CAP1631,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),3,Visual Supports,Visual Supports,VS,40,65,1,2, ,2, , ,0,3,1,1,36,6.164414003,1.568201724,0,1,0,R_1GDGODSwsiKNuih,R_1FmLsoO9gzMR9e5,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),ebpP2,Eligible,San Juan Unified School District SELPA,San Juan Unified,39805,Female,No,2 or more of the above,25 - 34,50,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Early Childhood Special Education Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,Preschool/Pre K,Sacramento County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Sacramento County SELPA,46
CAP1631,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),3,Reinforcement,Reinforcement,R,100,72.22222222,1,3, , ,3, ,0,3,1,1,28.77777778,5.547772326,1.473892285,0,1,0,R_1GDGODSwsiKNuih,R_1FmLsoO9gzMR9e5,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),ebpP2,Eligible,San Juan Unified School District SELPA,San Juan Unified,39805,Female,No,2 or more of the above,25 - 34,50,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Early Childhood Special Education Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,Preschool/Pre K,Sacramento County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Sacramento County SELPA,46
CAP1631,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),3,PRT,Pivotal Response Training,PRT,100,100,0,1,1, , , ,1,3,1,1,1,1.732050808,0.301029996,1,3,1,R_1GDGODSwsiKNuih,R_1FmLsoO9gzMR9e5,Special Education Teacher (serving on a single school site),Yes,"Antecedent Based Interventions,Cognitive Behavioral Interventions,Differential Reinforcement Procedures (DRA, DRO, DRI),Discrete Trial Training,Exercise,Extinction Procedures,Functional Behavior Assessment,Incidental/Naturalistic Teaching,Modeling,PECS/Functional Communication Training,Pivotal Response Teaching,Prompting/Prompt Fading,Reinforcement,Social Narratives,Social Skills Training,Task Analysis,Time Delay Procedures,Visual Supports",Pivotal Response Training (PRT),Visual Supports (VS),Reinforcement (R+),ebpP2,Eligible,San Juan Unified School District SELPA,San Juan Unified,39805,Female,No,2 or more of the above,25 - 34,50,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),"Early Childhood Special Education Credential,Education Specialist Credential - Special Education Moderate Severe",Masters,District,at one individual school site,Preschool/Pre K,Sacramento County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Sacramento County SELPA,46
CAP1635,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),3,Reinforcement,Reinforcement,R,50,100,0,1,1, , , ,1,1,0,1,1,1.732050808,0.301029996,1,3,1,R_1exGXqIbaXxkXzj,R_3PcUQpXsrv0PoIV,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),ebpP2,Eligible,Solano County SELPA,Vacaville Unified,11378,Female,No,White,35 - 44,60,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School,Solano County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Solano County SELPA,60
CAP1635,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),3,Modeling,Modeling,MD,50,100,0,3, , ,3, ,0,1,0,1,1,1.732050808,0.301029996,1,3,1,R_1exGXqIbaXxkXzj,R_3PcUQpXsrv0PoIV,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),ebpP2,Eligible,Solano County SELPA,Vacaville Unified,11378,Female,No,White,35 - 44,60,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School,Solano County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Solano County SELPA,60
CAP1635,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),3,TA,Task Analysis,TA,100,95.45454545,0,2, ,2, , ,0,1,0,1,5.545454545,2.746899078,0.815939811,1,2,1,R_1exGXqIbaXxkXzj,R_3PcUQpXsrv0PoIV,Special Education Teacher (serving on a single school site),No, ,Reinforcement (R+),Task Analysis (TA),Modeling (MD),ebpP2,Eligible,Solano County SELPA,Vacaville Unified,11378,Female,No,White,35 - 44,60,3,school,DSP,Direct Service Provider,Special Education Teacher (serving on a single school site),Education Specialist Credential - Special Education Moderate Severe,BA,District,at one individual school site,Middle School,Solano County SELPA,Moderate knowledge,Extensive hands-on experience working with students with autism,Solano County SELPA,60
